id_openweathermap,Ort,country,Koordinaten
7285299,Bösingen,CH,"46.88401,7.2358"
7285302,Bottens,CH,"46.615101,6.66207"
7285303,Bottenwil,CH,"47.285141,8.00312"
7285305,Bottighofen,CH,"47.6334,9.21"
7285307,Boudevilliers,CH,"47.031582,6.86766"
7285308,Boudry,CH,"46.95311,6.80777"
7285311,Bourg-Saint-Pierre,CH,"45.919579,7.21275"
7285315,Bovernier,CH,"46.064049,7.08243"
7285316,Bowil,CH,"46.889172,7.70121"
7285320,Braunwald,CH,"46.946152,8.98264"
7285321,Breil/Brigels,CH,"46.785149,9.03336"
7285322,Breitenbach,CH,"47.406521,7.55713"
7285324,Bremgarten,CH,"47.353458,8.32984"
7285326,Brenles,CH,"46.667789,6.85619"
7285327,Brenzikofen,CH,"46.81485,7.61641"
7285331,Bretzwil,CH,"47.396091,7.6501"
7285334,Brienzwiler,CH,"46.730339,8.09466"
7285336,Brig-Glis,CH,"46.288189,7.97926"
7285339,Brislach,CH,"47.42495,7.54882"
7285340,Brissago,CH,"46.12669,8.68588"
7285343,Brittnau,CH,"47.2547,7.92747"
7285344,Broc,CH,"46.60033,7.11931"
7285345,Bronschhofen,CH,"47.481339,9.04941"
7285347,Brot-Plamboz,CH,"46.98481,6.75321"
7285348,Brugg,CH,"47.48629,8.21102"
7285349,Brügg,CH,"47.128151,7.27801"
7285350,Brügglen,CH,"47.143909,7.49546"
7285352,Brünisried,CH,"46.757381,7.27636"
7285357,Brusio,CH,"46.255451,10.11898"
7285358,Brüttelen,CH,"47.023979,7.15119"
7285359,Brütten,CH,"47.474819,8.6724"
7285362,Bubendorf,CH,"47.445808,7.73702"
7285363,Bubikon,CH,"47.266479,8.80812"
7285368,Buchholterberg,CH,"46.819569,7.69021"
7285370,Buchrain,CH,"47.101749,8.34792"
7285371,Buchs,CH,"47.393749,8.08793"
7285374,Buchs (SG),CH,"47.16597,9.46275"
7285379,Bühler,CH,"47.38073,9.42659"
7285380,Bülach,CH,"47.528042,8.54071"
7285381,Bulle,CH,"46.60751,7.04616"
7285383,Bünzen,CH,"47.320042,8.32253"
7285384,Buochs,CH,"46.974628,8.42068"
7285385,Bürchen,CH,"46.269741,7.81808"
7285386,Bure,CH,"47.438381,6.99693"
7285387,Büren an der Aare,CH,"47.14175,7.37063"
7285391,Burgdorf,CH,"47.053669,7.6191"
7285394,Bürglen (TG),CH,"47.550758,9.15993"
7285395,Bürglen (UR),CH,"46.902279,8.73152"
7285396,Büron,CH,"47.213558,8.09521"
7285397,Bursinel,CH,"46.440971,6.30888"
7285398,Bursins,CH,"46.452019,6.28636"
7285399,Burtigny,CH,"46.471519,6.26529"
7285401,Büsserach,CH,"47.389759,7.5447"
7285404,Bussnang,CH,"47.54052,9.09668"
7285410,Bütschwil,CH,"47.352749,9.06899"
7285415,Buus,CH,"47.50465,7.86598"
7285417,Cademario,CH,"46.022518,8.8918"
7285418,Cadempino,CH,"46.034168,8.93386"
7285419,Cadenazzo,CH,"46.146629,8.95003"
7285420,Cadro,CH,"46.042339,8.99466"
7285421,Calfreisen,CH,"46.854439,9.60047"
7285423,Cama,CH,"46.259789,9.2076"
7285425,Camorino,CH,"46.157749,9.01185"
7285426,Campello,CH,"46.499329,8.82415"
7285431,Capriasca,CH,"46.091099,8.98639"
7285435,Carouge (GE),CH,"46.18166,6.14037"
7285438,Caslano,CH,"45.969891,8.87952"
7285440,Castasegna,CH,"46.352219,9.51669"
7285441,Castel San Pietro,CH,"45.882332,9.01528"
7285443,Casti-Wergenstein,CH,"46.615929,9.35401"
7285445,Cauco,CH,"46.333641,9.12209"
7285449,Cazis,CH,"46.73716,9.42665"
7285450,Celerina/Schlarigna,CH,"46.509579,9.84396"
7285451,Céligny,CH,"46.351879,6.19042"
7285456,Cernier,CH,"47.076172,6.90063"
7285458,Cevio,CH,"46.3783,8.54233"
7285460,Chabrey,CH,"46.928982,6.9821"
7285461,Chalais,CH,"46.247719,7.53021"
7285462,Cham,CH,"47.201221,8.44697"
7285464,Chamoson,CH,"46.215038,7.19715"
7285465,Champagne,CH,"46.835758,6.65159"
7285466,Champéry,CH,"46.158791,6.84595"
7285469,Champvent,CH,"46.78371,6.56216"
7285471,Chancy,CH,"46.147598,5.97891"
7285475,Chardonne,CH,"46.488602,6.82165"
7285476,Charmey,CH,"46.601879,7.20466"
7285477,Charrat,CH,"46.121342,7.13686"
7285479,Châtel-Saint-Denis,CH,"46.525341,6.9469"
7285487,Chavannes-le-Chêne,CH,"46.780102,6.78091"
7285489,Chavannes-près-Renens,CH,"46.52816,6.57625"
7285491,Chavornay,CH,"46.706539,6.56898"
7285492,Cheiry,CH,"46.753288,6.84053"
7285493,Chêne-Bougeries,CH,"46.193539,6.18171"
7285494,Chêne-Bourg,CH,"46.197369,6.19704"
7285496,Chêne-Pâquier,CH,"46.76593,6.77058"
7285497,Chermignon,CH,"46.288601,7.47637"
7285501,Cheseaux-sur-Lausanne,CH,"46.58453,6.59552"
7285506,Chevroux,CH,"46.891701,6.91122"
7285507,Chexbres,CH,"46.484322,6.78008"
7285508,Cheyres,CH,"46.810631,6.78809"
7285509,Chézard-Saint-Martin,CH,"47.080929,6.92645"
7285510,Chiasso,CH,"45.828838,9.01656"
7285515,Chur,CH,"46.852119,9.52965"
7285516,Churwalden,CH,"46.789242,9.53889"
7285519,Claro,CH,"46.265991,9.03676"
7285521,Clos du Doubs,CH,"47.350948,7.12063"
7285522,Coeuve,CH,"47.452339,7.09532"
7285528,Collombey-Muraz,CH,"46.279919,6.91099"
7285530,Collonges,CH,"46.180359,7.05594"
7285531,Colombier (NE),CH,"46.969589,6.85864"
7285532,Colombier (VD),CH,"46.55518,6.46778"
7285533,Comano,CH,"46.040089,8.95672"
7285539,Concise,CH,"46.86705,6.7174"
7285540,Confignon,CH,"46.17421,6.08905"
7285543,Conthey,CH,"46.272499,7.25479"
7285545,Coppet,CH,"46.32135,6.18907"
7285546,Corban,CH,"47.353199,7.4742"
7285547,Corbeyrier,CH,"46.36956,6.97975"
7285551,Corcelles-Cormondrèche,CH,"46.989311,6.86743"
7285556,Corgémont,CH,"47.191071,7.13857"
7285558,Corminboeuf,CH,"46.802101,7.09626"
7285560,Cornaux,CH,"47.033112,7.01758"
7285561,Cornol,CH,"47.404739,7.1631"
7285562,Corpataux-Magnedens,CH,"46.742321,7.0932"
7285566,Corsier (GE),CH,"46.262131,6.2283"
7285568,Cortaillod,CH,"46.943989,6.84793"
7285570,Cossonay,CH,"46.612659,6.50344"
7285571,Cottens (FR),CH,"46.75325,7.03621"
7285575,Courfaivre,CH,"47.329922,7.27973"
7285576,Courgenay,CH,"47.392941,7.12184"
7285577,Courgevaux,CH,"46.905182,7.10484"
7285578,Courlevon,CH,"46.891659,7.11068"
7285579,Courrendlin,CH,"47.334648,7.37426"
7285580,Courroux,CH,"47.369179,7.39298"
7285581,Court,CH,"47.23975,7.35923"
7285582,Courtedoux,CH,"47.412891,7.028"
7285583,Courtelary,CH,"47.176441,7.07264"
7285585,Courtételle,CH,"47.33094,7.31764"
7285587,Crassier,CH,"46.376041,6.16815"
7285591,Cressier (FR),CH,"46.897789,7.13804"
7285594,Crissier,CH,"46.558472,6.57736"
7285595,Croglio,CH,"45.98835,8.84229"
7285601,Cudrefin,CH,"46.952129,7.02707"
7285604,Cugy (FR),CH,"46.809021,6.88657"
7285605,Cugy (VD),CH,"46.581459,6.64373"
7285606,Cully,CH,"46.49905,6.73175"
7285608,Cunter,CH,"46.620232,9.60429"
7285616,Dagmersellen,CH,"47.213169,8.01002"
7285617,Daillens,CH,"46.628632,6.54957"
7285618,Dallenwil,CH,"46.91737,8.36496"
7285619,Dällikon,CH,"47.439381,8.43243"
7285622,Däniken,CH,"47.349201,7.97552"
7285623,Dänikon,CH,"47.44463,8.40577"
7285624,Dardagny,CH,"46.198479,5.98908"
7285625,Därligen,CH,"46.653351,7.81287"
7285627,Dättlikon,CH,"47.52737,8.62211"
7285629,Degersheim,CH,"47.385139,9.18646"
7285632,Deitingen,CH,"47.21796,7.62068"
7285633,Delémont,CH,"47.375092,7.3329"
7285634,Delley-Portalban,CH,"46.912521,6.96201"
7285639,Densbüren,CH,"47.451481,8.05681"
7285640,Derendingen,CH,"47.191849,7.5899"
7285642,Diegten,CH,"47.409241,7.80988"
7285643,Dielsdorf,CH,"47.476471,8.45446"
7285645,Diemtigen,CH,"46.590302,7.53038"
7285647,Diepoldsau,CH,"47.383999,9.64691"
7285649,Diessbach bei Büren,CH,"47.104359,7.3639"
7285650,Diesse,CH,"47.120152,7.11806"
7285651,Diessenhofen,CH,"47.681049,8.74479"
7285652,Dietikon,CH,"47.401981,8.39824"
7285653,Dietlikon,CH,"47.423939,8.6153"
7285654,Dietwil,CH,"47.147888,8.39507"
7285656,Disentis/Mustér,CH,"46.734249,8.84761"
7285658,Dizy,CH,"46.634411,6.49486"
7285659,Domat/Ems,CH,"46.819809,9.45455"
7285660,Dombresson,CH,"47.084492,6.95338"
7285661,Domdidier,CH,"46.862629,7.01607"
7285663,Dompierre (FR),CH,"46.85677,6.98947"
7285666,Donneloye,CH,"46.750359,6.71967"
7285667,Doppleschwand,CH,"47.011879,8.05082"
7285668,Dorénaz,CH,"46.151718,7.06172"
7285671,Dornach,CH,"47.476551,7.62427"
7285672,Dottikon,CH,"47.380589,8.2425"
7285675,Dübendorf,CH,"47.390518,8.61719"
7285676,Düdingen,CH,"46.844742,7.19101"
7285678,Duillier,CH,"46.409241,6.22979"
7285679,Dulliken,CH,"47.344761,7.94623"
7285681,Dürnten,CH,"47.275719,8.85378"
7285683,Dürrenroth,CH,"47.080608,7.77898"
7285685,Ebersecken,CH,"47.180279,7.93889"
7285687,Ebikon,CH,"47.078251,8.3315"
7285688,Ebnat-Kappel,CH,"47.244801,9.13046"
7285689,Echallens,CH,"46.638451,6.63525"
7285691,Echarlens,CH,"46.645828,7.07716"
7285697,Ecublens (FR),CH,"46.615341,6.80704"
7285698,Ecublens (VD),CH,"46.52758,6.56052"
7285701,Egerkingen,CH,"47.325989,7.79634"
7285702,Egg,CH,"47.297619,8.69432"
7285705,Eggersriet,CH,"47.446739,9.48227"
7285706,Eggiwil,CH,"46.865372,7.80918"
7285707,Eglisau,CH,"47.573349,8.52607"
7285708,Egliswil,CH,"47.351711,8.19025"
7285709,Egnach,CH,"47.528919,9.36529"
7285710,Egolzwil,CH,"47.184109,8.00318"
7285711,Ehrendingen,CH,"47.494331,8.34679"
7285712,Eich,CH,"47.159908,8.17132"
7285714,Eiken,CH,"47.537102,7.98915"
7285715,Einsiedeln,CH,"47.117378,8.77922"
7285716,Eischoll,CH,"46.282181,7.76224"
7285717,Eisten,CH,"46.179119,7.90762"
7285719,Elgg,CH,"47.491379,8.86454"
7285720,Ellikon an der Thur,CH,"47.563068,8.82418"
7285721,Elm,CH,"46.906078,9.15636"
7285722,Elsau,CH,"47.502602,8.80792"
7285723,Embd,CH,"46.21674,7.79617"
7285724,Embrach,CH,"47.508492,8.59755"
7285725,Emmen,CH,"47.086571,8.28621"
7285726,Emmetten,CH,"46.945541,8.52415"
7285727,Endingen,CH,"47.530708,8.29007"
7285728,Engelberg,CH,"46.81971,8.43409"
7285729,Enges,CH,"47.072109,7.01183"
7285730,Engi,CH,"46.998482,9.16935"
7285732,Ennenda,CH,"47.044529,9.09862"
7285734,Ennetbürgen,CH,"46.991058,8.41191"
7285736,Entlebuch,CH,"46.976189,8.10786"
7285738,Epalinges,CH,"46.550709,6.66849"
7285739,Ependes (FR),CH,"46.757118,7.1488"
7285740,Ependes (VD),CH,"46.744831,6.60268"
7285744,Eptingen,CH,"47.379742,7.81721"
7285746,Eriswil,CH,"47.071739,7.8577"
7285748,Erlach,CH,"47.036228,7.09186"
7285751,Erlen,CH,"47.550991,9.23602"
7285752,Erlenbach im Simmental,CH,"46.660641,7.5395"
7285753,Erlenbach (ZH),CH,"47.30468,8.60718"
7285755,Erlinsbach (SO),CH,"47.399281,7.99435"
7285756,Ermatingen,CH,"47.656078,9.09177"
7285758,Ernen,CH,"46.40065,8.18566"
7285759,Ernetschwil,CH,"47.251011,9.01392"
7285761,Erschmatt,CH,"46.346901,7.69351"
7285762,Erschwil,CH,"47.371868,7.54494"
7285763,Ersigen,CH,"47.097591,7.60423"
7285764,Erstfeld,CH,"46.81237,8.59937"
7285765,Eschenbach (LU),CH,"47.12545,8.31209"
7285766,Eschenbach (SG),CH,"47.245098,8.91909"
7285767,Eschenz,CH,"47.635841,8.8718"
7285770,Eschlikon,CH,"47.458279,8.96284"
7285771,Escholzmatt,CH,"46.912289,7.94024"
7285773,Essertines-sur-Rolle,CH,"46.483631,6.3125"
7285774,Essertines-sur-Yverdon,CH,"46.71767,6.6447"
7285777,Estavayer-le-Lac,CH,"46.849628,6.85669"
7285779,Etoy,CH,"46.48423,6.42184"
7285780,Ettingen,CH,"47.474491,7.54595"
7285781,Ettiswil,CH,"47.15575,8.02957"
7285785,Evilard/Leubringen,CH,"47.14558,7.22098"
7285787,Evolène,CH,"46.049789,7.5095"
7285788,Fahrni,CH,"46.798882,7.65449"
7285790,Fahy,CH,"47.419971,6.9567"
7285791,Faido,CH,"46.474819,8.83548"
7285794,Fällanden,CH,"47.369518,8.63558"
7285796,Faoug,CH,"46.902431,7.07442"
7285798,Farvagny,CH,"46.727699,7.06629"
7285800,Fehraltorf,CH,"47.387291,8.74995"
7285802,Felben-Wellhausen,CH,"47.575989,8.94028"
7285803,Feldbrunnen-St. Niklaus,CH,"47.224972,7.55223"
7285804,Felsberg,CH,"46.856541,9.4623"
7285806,Ferden,CH,"46.387932,7.73441"
7285807,Ferenbalm,CH,"46.943081,7.22473"
7285815,Feuerthalen,CH,"47.685749,8.65167"
7285816,Feusisberg,CH,"47.174751,8.73137"
7285818,Fideris,CH,"46.886581,9.73945"
7285819,Fiesch,CH,"46.413429,8.11847"
7285824,Filisur,CH,"46.650181,9.68928"
7285825,Filzbach,CH,"47.098091,9.12518"
7285826,Finhaut,CH,"46.069481,6.93174"
7285830,Fischenthal,CH,"47.336632,8.94127"
7285831,Fischingen,CH,"47.415981,8.95293"
7285834,Flaach,CH,"47.584702,8.60517"
7285835,Fläsch,CH,"47.039742,9.53303"
7285837,Flawil,CH,"47.405319,9.19771"
7285838,Flerden,CH,"46.694141,9.39254"
7285840,Flims,CH,"46.85891,9.27614"
7285841,Flüelen,CH,"46.914631,8.64602"
7285842,Flühli,CH,"46.848721,8.01014"
7285843,Flumenthal,CH,"47.234249,7.60221"
7285844,Flums,CH,"47.05975,9.29699"
7285845,Flurlingen,CH,"47.682362,8.6367"
7285847,Fontainemelon,CH,"47.05912,6.88378"
7285851,Fontaines-sur-Grandson,CH,"46.856178,6.59985"
7285853,Fontenais,CH,"47.387718,7.07679"
7285854,Forel (Lavaux),CH,"46.53788,6.76288"
7285856,Forst-Längenbühl,CH,"46.760941,7.53245"
7285857,Founex,CH,"46.336441,6.18506"
7285860,Fraubrunnen,CH,"47.088879,7.53069"
7285861,Frauenfeld,CH,"47.558029,8.89636"
7285862,Frauenkappelen,CH,"46.955349,7.33342"
7285863,Freienbach,CH,"47.195919,8.77099"
7285868,Frenkendorf,CH,"47.500961,7.69698"
7285870,Fribourg,CH,"46.80418,7.15974"
7285871,Frick,CH,"47.509701,8.01416"
7285872,Froideville,CH,"46.598171,6.69177"
7285873,Frutigen,CH,"46.558449,7.61682"
7285874,Ftan,CH,"46.825859,10.22797"
7285876,Füllinsdorf,CH,"47.510948,7.73196"
7285878,Fully,CH,"46.157532,7.11185"
7285880,Fürstenau,CH,"46.721691,9.44841"
7285881,Gächlingen,CH,"47.717201,8.49921"
7285882,Gachnang,CH,"47.547958,8.85401"
7285884,Gais,CH,"47.369259,9.47118"
7285886,Gallenkirch,CH,"47.480679,8.12546"
7285887,Galmiz,CH,"46.958759,7.14659"
7285888,Gals,CH,"47.03476,7.0599"
7285889,Gampel-Bratsch,CH,"46.33725,7.72754"
7285890,Gampelen,CH,"47.00568,7.05576"
7285891,Gams,CH,"47.211552,9.43022"
7285892,Gänsbrunnen,CH,"47.26202,7.46698"
7285894,Ganterschwil,CH,"47.374008,9.0955"
7285895,Gebenstorf,CH,"47.480511,8.24758"
7285897,Gelterkinden,CH,"47.456921,7.85848"
7285902,Genève,CH,"46.205761,6.14161"
7285903,Genolier,CH,"46.436249,6.22039"
7285904,Genthod,CH,"46.266418,6.15406"
7285905,Gerlafingen,CH,"47.170559,7.57203"
7285906,Geroldswil,CH,"47.420681,8.41192"
7285908,Gersau,CH,"47.005619,8.52758"
7285909,Gerzensee,CH,"46.84647,7.54208"
7285910,Gettnau,CH,"47.138592,7.96671"
7285911,Geuensee,CH,"47.20182,8.1165"
7285913,Giez,CH,"46.814522,6.60975"
7285916,Gimel,CH,"46.526661,6.28948"
7285919,Gipf-Oberfrick,CH,"47.492889,7.99623"
7285921,Giswil,CH,"46.835861,8.11884"
7285922,Giubiasco,CH,"46.172611,9.00092"
7285924,Givrins,CH,"46.432781,6.19621"
7285925,Gland,CH,"46.419731,6.27305"
7285926,Glarus,CH,"47.021,8.97896"
7285927,Glattfelden,CH,"47.560638,8.49635"
7285929,Gletterens,CH,"46.900269,6.93627"
7285931,Glovelier,CH,"47.32692,7.18442"
7285933,Golaten,CH,"46.98753,7.24406"
7285934,Goldach,CH,"47.47364,9.46787"
7285935,Goldingen,CH,"47.28513,8.97102"
7285936,Gollion,CH,"46.586029,6.51196"
7285938,Gondiswil,CH,"47.14344,7.86832"
7285939,Gonten,CH,"47.319191,9.34854"
7285940,Gontenschwil,CH,"47.267509,8.14116"
7285941,Gordola,CH,"46.188381,8.86378"
7285943,Gorgier,CH,"46.92424,6.76508"
7285944,Göschenen,CH,"46.663952,8.49877"
7285945,Gossau (SG),CH,"47.421009,9.25362"
7285946,Gossau (ZH),CH,"47.302528,8.76864"
7285948,Gottlieben,CH,"47.66452,9.12736"
7285949,Goumoens-la-Ville,CH,"46.660198,6.61106"
7285952,Grabs,CH,"47.168308,9.39448"
7285957,Grancy,CH,"46.593609,6.46093"
7285960,Grandfontaine,CH,"47.39193,6.93355"
7285961,Grandson,CH,"46.81461,6.64449"
7285962,Grandval,CH,"47.283588,7.42801"
7285969,Gränichen,CH,"47.351559,8.10669"
7285970,Gravesano,CH,"46.04203,8.91899"
7285971,Greifensee,CH,"47.352928,8.67909"
7285972,Grellingen,CH,"47.438938,7.58669"
7285973,Grenchen,CH,"47.19717,7.38752"
7285975,Grengiols,CH,"46.340248,8.13701"
7285976,Grens,CH,"46.396542,6.19169"
7285977,Greppen,CH,"47.054531,8.44017"
7285982,Grimisuat,CH,"46.25597,7.38094"
7285984,Grindelwald,CH,"46.619068,8.05098"
7285985,Grolley,CH,"46.834721,7.06589"
7285986,Grône,CH,"46.233452,7.4865"
7285987,Grono,CH,"46.23259,9.18151"
7285988,Grossaffoltern,CH,"47.068871,7.35639"
7285993,Grosswangen,CH,"47.133469,8.05488"
7285995,Grüsch,CH,"46.966141,9.64391"
7285996,Gruyères,CH,"46.574219,7.05192"
7285997,Gryon,CH,"46.2906,7.0975"
7285998,Gsteig,CH,"46.384571,7.2527"
7286000,Guarda,CH,"46.809731,10.14078"
7286001,Gudo,CH,"46.181438,8.94564"
7286002,Guggisberg,CH,"46.738312,7.34443"
7286006,Gunzgen,CH,"47.31284,7.83524"
7286008,Gurmels,CH,"46.89407,7.17192"
7286010,Gurtnellen,CH,"46.743481,8.6239"
7286013,Guttet-Feschel,CH,"46.348999,7.67664"
7286014,Güttingen,CH,"47.596451,9.28637"
7286015,Gy,CH,"46.25172,6.27011"
7286016,Habkern,CH,"46.755089,7.89003"
7286017,Habsburg,CH,"47.461449,8.18595"
7286020,Hägendorf,CH,"47.345428,7.82451"
7286023,Häggenschwil,CH,"47.494438,9.34095"
7286024,Hägglingen,CH,"47.38998,8.25828"
7286026,Haldenstein,CH,"46.881641,9.50086"
7286027,Hallau,CH,"47.70047,8.44315"
7286030,Härkingen,CH,"47.304611,7.82137"
7286031,Hasle bei Burgdorf,CH,"46.998291,7.64314"
7286032,Hasle (LU),CH,"46.950409,8.07635"
7286033,Haslen,CH,"46.966301,9.0639"
7286037,Hausen,CH,"47.461449,8.20726"
7286038,Hausen am Albis,CH,"47.24435,8.53664"
7286039,Haute-Ajoie,CH,"47.381908,6.96395"
7286042,Hauteville,CH,"46.668621,7.13425"
7286043,Haut-Intyamon,CH,"46.498692,7.03408"
7286045,Hedingen,CH,"47.301472,8.45094"
7286047,Heiden,CH,"47.441212,9.53349"
7286048,Heiligenschwendi,CH,"46.75201,7.68229"
7286049,Heimberg,CH,"46.793171,7.60351"
7286051,Heimiswil,CH,"47.062962,7.67084"
7286053,Heitenried,CH,"46.836288,7.30239"
7286056,Hemberg,CH,"47.29649,9.18632"
7286057,Hemishofen,CH,"47.688251,8.84101"
7286059,Hendschiken,CH,"47.384499,8.21586"
7286060,Henggart,CH,"47.562462,8.68368"
7286062,Herbetswil,CH,"47.29348,7.56935"
7286064,Herdern,CH,"47.615471,8.9204"
7286065,Hérémence,CH,"46.088772,7.39576"
7286067,Hergiswil (NW),CH,"46.985668,8.27237"
7286068,Herisau,CH,"47.382881,9.27409"
7286069,Hermance,CH,"46.293549,6.24472"
7286074,Herrliberg,CH,"47.297161,8.63018"
7286078,Herzogenbuchsee,CH,"47.188381,7.70619"
7286080,Hettlingen,CH,"47.549519,8.70623"
7286081,Hildisrieden,CH,"47.147381,8.23181"
7286083,Hilterfingen,CH,"46.743198,7.65822"
7286084,Himmelried,CH,"47.424782,7.59054"
7286085,Hindelbank,CH,"47.041729,7.54327"
7286086,Hinterrhein,CH,"46.513672,9.13501"
7286087,Hinwil,CH,"47.301491,8.85275"
7286089,Hittnau,CH,"47.366291,8.8292"
7286090,Hitzkirch,CH,"47.22419,8.26408"
7286091,Hochdorf,CH,"47.166431,8.29232"
7286092,Hochfelden,CH,"47.528431,8.50895"
7286094,Hochwald,CH,"47.45443,7.6396"
7286095,Höfen,CH,"46.72253,7.56672"
7286097,Hofstetten-Flüh,CH,"47.47216,7.50826"
7286099,Hohenrain,CH,"47.18121,8.31792"
7286102,Holderbank (SO),CH,"47.333061,7.75148"
7286103,Hölstein,CH,"47.4259,7.77494"
7286106,Hombrechtikon,CH,"47.252682,8.76868"
7286107,Homburg,CH,"47.634892,8.98921"
7286109,Horgen,CH,"47.248669,8.58482"
7286110,Höri,CH,"47.5075,8.50244"
7286113,Horrenbach-Buchen,CH,"46.774849,7.78249"
7286115,Horw,CH,"47.013401,8.31072"
7286116,Hospental,CH,"46.60664,8.5619"
7286120,Hundwil,CH,"47.319679,9.31788"
7286121,Hünenberg,CH,"47.191269,8.41962"
7286123,Hüntwangen,CH,"47.5919,8.49845"
7286124,Hunzenschwil,CH,"47.384209,8.12284"
7286125,Hütten,CH,"47.173019,8.66606"
7286127,Hüttlingen,CH,"47.576778,8.98455"
7286128,Huttwil,CH,"47.107769,7.84642"
7286129,Hüttwilen,CH,"47.615269,8.8505"
7286132,Igis,CH,"46.957279,9.58089"
7286133,Ilanz,CH,"46.770672,9.19255"
7286135,Illnau-Effretikon,CH,"47.422932,8.71605"
7286137,Inden,CH,"46.360432,7.59799"
7286138,Ingenbohl,CH,"47.003899,8.59841"
7286140,Innerthal,CH,"47.075562,8.91715"
7286141,Innertkirchen,CH,"46.67165,8.23703"
7286142,Ins,CH,"46.998131,7.10054"
7286146,Ipsach,CH,"47.11504,7.23181"
7286148,Iseltwald,CH,"46.700169,7.99117"
7286149,Isenthal,CH,"46.886311,8.52449"
7286150,Isérables,CH,"46.148029,7.26783"
7286153,Isorno,CH,"46.209171,8.67284"
7286154,Itingen,CH,"47.464821,7.78478"
7286155,Ittenthal,CH,"47.518959,8.06219"
7286156,Ittigen,CH,"46.980629,7.47451"
7286157,Jaberg,CH,"46.81942,7.56586"
7286158,Jaun,CH,"46.605911,7.26621"
7286159,Jegenstorf,CH,"47.052151,7.50357"
7286160,Jenaz,CH,"46.906521,9.70195"
7286161,Jenins,CH,"47.011749,9.57439"
7286163,Jeuss,CH,"46.904629,7.16826"
7286164,Jonen,CH,"47.299679,8.40219"
7286165,Jongny,CH,"46.48761,6.84659"
7286166,Jonschwil,CH,"47.42831,9.08848"
7286169,Jussy,CH,"46.237122,6.27913"
7286170,Kaiseraugst,CH,"47.536121,7.74212"
7286171,Kaiserstuhl,CH,"47.567669,8.41902"
7286172,Kaisten,CH,"47.539001,8.04491"
7286174,Kallnach,CH,"47.015671,7.21497"
7286175,Kaltbrunn,CH,"47.210018,9.04905"
7286177,Kandergrund,CH,"46.536179,7.67686"
7286178,Kandersteg,CH,"46.46925,7.70835"
7286179,Känerkinden,CH,"47.411598,7.83234"
7286180,Kappel am Albis,CH,"47.225231,8.51104"
7286184,Kehrsatz,CH,"46.912121,7.47155"
7286185,Kemmental,CH,"47.608009,9.14126"
7286186,Kernenried,CH,"47.066189,7.54982"
7286187,Kerns,CH,"46.839859,8.30134"
7286188,Kerzers,CH,"46.981232,7.19875"
7286189,Kesswil,CH,"47.587559,9.3129"
7286190,Kestenholz,CH,"47.27634,7.75331"
7286195,Kilchberg (ZH),CH,"47.3218,8.54337"
7286196,Killwangen,CH,"47.427979,8.34425"
7286197,Kippel,CH,"46.396259,7.76822"
7286198,Kirchberg (BE),CH,"47.082821,7.60499"
7286199,Kirchberg (SG),CH,"47.40823,9.02598"
7286200,Kirchdorf (BE),CH,"46.817101,7.54553"
7286202,Kirchleerau,CH,"47.277241,8.07405"
7286203,Kirchlindach,CH,"46.99847,7.41578"
7286204,Kleinandelfingen,CH,"47.608471,8.67114"
7286207,Kleinlützel,CH,"47.426601,7.4178"
7286208,Klingnau,CH,"47.588631,8.25065"
7286209,Klosters-Serneus,CH,"46.854809,9.95379"
7286210,Kloten,CH,"47.458012,8.58528"
7286211,Knonau,CH,"47.224461,8.46262"
7286212,Knutwil,CH,"47.19519,8.07089"
7286213,Koblenz,CH,"47.604389,8.24474"
7286214,Kölliken,CH,"47.333569,8.02093"
7286216,Köniz,CH,"46.90432,7.3978"
7286217,Konolfingen,CH,"46.886581,7.60814"
7286218,Koppigen,CH,"47.135948,7.60273"
7286220,Krattigen,CH,"46.650249,7.7402"
7286221,Krauchthal,CH,"47.009628,7.56236"
7286222,Kreuzlingen,CH,"47.639751,9.17267"
7286223,Kriechenwil,CH,"46.911179,7.21592"
7286224,Kriegstetten,CH,"47.174889,7.59506"
7286225,Kriens,CH,"47.020748,8.2589"
7286226,Krinau,CH,"47.316639,9.05036"
7286228,Künten,CH,"47.385971,8.32537"
7286229,Küsnacht (ZH),CH,"47.31971,8.61219"
7286230,Küssnacht (SZ),CH,"47.081268,8.44524"
7286231,Küttigen,CH,"47.420311,8.04406"
7286233,Kyburg,CH,"47.452492,8.7485"
7286235,Laax,CH,"46.845951,9.22791"
7286236,La Baroche,CH,"47.413502,7.20069"
7286237,La Brévine,CH,"46.968201,6.58279"
7286240,La Chaux-de-Fonds,CH,"47.110149,6.8334"
7286241,La Chaux-des-Breuleux,CH,"47.222641,7.02869"
7286245,La Côte-aux-Fées,CH,"46.863079,6.48755"
7286246,Ladir,CH,"46.811371,9.19064"
7286247,La Ferrière,CH,"47.14336,6.90027"
7286249,La Heutte,CH,"47.189751,7.21802"
7286250,Lajoux (JU),CH,"47.279148,7.13384"
7286251,Lalden,CH,"46.30032,7.89795"
7286252,Lamboing,CH,"47.127151,7.15566"
7286255,Landiswil,CH,"46.955349,7.67936"
7286256,La Neuveville,CH,"47.075298,7.10164"
7286257,Langenbruck,CH,"47.357979,7.77091"
7286258,Langendorf,CH,"47.221691,7.51552"
7286259,Langenthal,CH,"47.215839,7.79453"
7286260,Langnau am Albis,CH,"47.279701,8.53006"
